,Ano,Marca,Modelo,Usado/Novo,Preço,Classificação do Consumidor,Avaliações do consumidor,Tipo de vendedor,Nome do Vendedor,Avaliação do vendendor,Comentarios do vendedor,Rua do Vendedor,Estado,CEP,Qualidade do Negocio,Conforto,Desing do Interior,Desempenho,Preço Avaliado pelos consumidores,Desing Exterior,Confiabilidade,Cor do Exterior,Cor do Interior,Drivetrain,MinMPG,MaxMPG,Tipo de Combustivel,Transmissão,Motor,VIN,Stock#,Milhagem
2722,2020,Mercedes-Benz,AMG G 63 Base,Usado,212990,4.1,3,Distribuidor,DCH Montclair Acura,4.9,2448,100 Bloomfield Ave Verona,NJ,7044,Sem Resposta,4.0,4.7,4.0,3.7,4.7,3.7,G manufaktur Dark Olive Green magno,Espresso Brown,All-wheel Drive,13,15,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,W1NYC7HJ6LX349720,MAJ1165,19695
2723,2019,Audi,Q7 55 Prestige,Usado,55000,4.7,44,Distribuidor,Audi Eatontown,4.8,105,95 New Jersey 36 Eatontown,NJ,7724,Razoável,4.8,4.6,4.8,4.5,4.8,4.6,Samurai Gray Metallic,Black,All-wheel Drive,19,25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1VAAF73KD049552,D049552P,35846
2724,2019,Cadillac,XT5 Luxury,Usado,36395,4.6,94,Distribuidor,Gold Coast Cadillac,4.9,1539,2123 State Route 35 Oakhurst,NJ,7755,Bom,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Beige,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS3KZ235629,N545A,37238
2725,2017,Jeep,Grand Cherokee Limited,Novo,28932,4.8,334,Distribuidor,Executive Jeep,4.8,985,900 Universal Dr N North Haven,CT,6473,Bom,4.8,4.8,4.7,4.6,4.8,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG0HC873453,P8802,59627
2726,2019,Mazda,Mazda3 FWD w/Premium Package,Usado,25287,4.8,36,Distribuidor,Manchester Mazda,4.9,638,80 Oakland Street Manchester,CT,6042,Bom,4.8,4.8,4.7,4.7,4.9,4.7,Jet Black Mica,White,Front-wheel Drive,27,36,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,3MZBPAEM8KM103346,25101A,18563
2727,2019,Audi,Q8 3.0T Premium,Usado,59991,4.8,27,Distribuidor,Mercedes-Benz of Burlington,4.7,263,80 Cambridge St Burlington,MA,1803,Bom,4.9,4.8,4.8,4.6,5.0,4.9,Samurai Gray Metallic,Pando Gray,All-wheel Drive,17,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1AVAF16KD028810,N772208A,19200
2728,2021,Subaru,Outback Limited,Usado,33998,4.8,81,Distribuidor,Planet Subaru,4.5,259,596 Washington Street Hanover,MA,2339,Ótimo,4.9,4.8,4.7,4.7,4.8,4.8,Magnetite Gray Metallic,Gray,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTANC9M3176344,U6485,16386
2729,2019,Lexus,GX 460 Base,Usado,46996,4.7,24,Distribuidor,Lexus Santa Monica,4.7,112,1501 Santa Monica Blvd Santa Monica,CA,90404,Ótimo,4.8,4.6,4.6,4.5,4.6,4.8,Nightfall Mica,Black,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX8K5239017,L239017,12872
2730,2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,Usado,51588,3.5,15,Distribuidor,Land Rover Pasadena,3.7,23,3485 East Colorado Boulevard Pasadena,CA,91107,Ótimo,3.7,4.2,3.3,3.0,4.5,2.9,Santorini Black,Ebony / Ebony,Four-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALYL2EX3KA786684,LP1532,37486
2731,2017,Porsche,Macan S,Usado,47990,4.8,78,Distribuidor,Jaguar Land Rover South Bay,4.7,240,3233 Pacific Coast Hwy Torrance,CA,90505,Ótimo,4.9,4.8,5.0,4.5,4.9,4.9,Sapphire Blue Metallic,–,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A54HLB15889,HLB15889,31850
2732,2019,Mercedes-Benz,AMG E 63 S 4MATIC,Novo,99980,5.0,2,Distribuidor,House of Imports,4.7,1271,6862 Auto Center Dr Buena Park,CA,90621,Bom,5.0,5.0,5.0,4.5,5.0,5.0,Polar White,–,All-wheel Drive,15,23,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDZF8KB5KA547464,KA547464,19351
2733,2019,Honda,Pilot EX-L,Usado,33895,4.8,223,Distribuidor,Weir Canyon Honda,4.7,357,8323 E La Palma Ave Anaheim,CA,92807,Ótimo,4.9,4.8,4.7,4.7,4.7,4.8,White Diamond Pearl,Beige,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H58KB036604,00418879,36258
2734,2015,Scion,xB Base,Usado,13492,4.7,24,Distribuidor,AutoNation Honda East Las Vegas,4.8,1642,1700 E Sahara Ave Las Vegas,NV,89104,Bom,4.7,4.5,4.5,4.9,4.7,4.9,Black Sand Pearl,–,Front-wheel Drive,22,28,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,JTLZE4FE0FJ070396,FJ070396,95852
2735,2010,Bentley,Continental Flying Spur Speed,Usado,54533,4.8,3,Distribuidor,Mercedes-Benz of Stevens Creek,4.7,1660,4500 Stevens Creek Blvd San Jose,CA,95129,Ótimo,5.0,4.7,5.0,4.3,4.7,5.0,Black,–,All-wheel Drive,10,17,Gasoline,6-Speed Automatic,6.0L W12 48V MPFI DOHC Twin Turbo,SCBBP9ZA3AC066100,AC066100,57957
2736,2021,BMW,330 i,Usado,41999,4.9,11,Distribuidor,Stevens Creek BMW,4.4,1572,4343 Stevens Creek Blvd Santa Clara,CA,95051,Bom,4.8,4.8,4.9,4.8,4.9,4.7,White,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R1J0XM8B82637,LM8B82637,13084
2737,2019,Honda,Civic LX,Novo,25955,4.9,275,Distribuidor,AutoNation Honda Roseville,4.7,2152,230 Automall Dr Roseville,CA,95661,Bom,4.8,4.8,4.9,4.8,4.9,4.9,Modern Steel Metallic,–,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F6XKE210978,KE210978,32907
2738,2017,Subaru,Outback 2.5i Limited,Usado,25714,4.8,367,Distribuidor,AutoNation Chevrolet Arrowhead,4.5,902,9055 W Bell Rd Peoria,AZ,85382,Bom,4.8,4.7,4.7,4.7,4.7,4.8,Twilight Blue Metallic,Black,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANC9H3245428,H3245428,62402
2739,2019,Honda,Civic LX,Novo,26792,4.9,275,Distribuidor,Bell Honda,4.5,1371,701 W. Bell Rd. Phoenix,AZ,85023,Razoável,4.8,4.8,4.9,4.8,4.9,4.9,Molten Lava Pearl,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F67KE039431,P73815,24531
2740,2020,BMW,X5 xDrive40i,Novo,60827,4.7,53,Distribuidor,Chapman BMW Chandler,4.5,797,7455 W Orchid Ln Chandler,AZ,85226,Razoável,4.8,4.8,4.8,4.4,4.7,4.7,Metallic,Coffee,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C05LLL75580,X541427A,37178
2741,2020,BMW,430 i xDrive,Novo,55995,4.9,8,Distribuidor,Chapman BMW Chandler,4.5,797,7455 W Orchid Ln Chandler,AZ,85226,Razoável,4.9,5.0,4.9,4.8,5.0,5.0,Mediterranean Blue Metallic,Venetian Beige,All-wheel Drive,22,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4Z3C04L5N84024,X541172B,31375
2742,2021,Volkswagen,Atlas 3.6 V6 SEL,Usado,46599,4.8,42,Distribuidor,Auto House Tempe,4.6,83,360 S. Smith Road Tempe,AZ,85281,Bom,4.9,4.7,4.8,4.9,4.9,4.9,Platinum Gray Metallic,Titan Black,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2BR2CA7MC537868,AH537868,22648
2743,2019,Chevrolet,Silverado 1500 High Country,Usado,53800,4.3,245,Distribuidor,Mark Mazda,4.5,588,3875 N 89th St Scottsdale,AZ,85251,Razoável,4.4,4.2,4.3,4.0,4.6,4.2,Black,Jet Black,Four-wheel Drive,16,22,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,1GCUYHED9KZ375260,MZI1069,44323
2744,2020,BMW,X5 xDrive40i,Novo,57999,4.7,53,Distribuidor,BMW of Denver Downtown,4.5,816,1040 S Colorado Blvd Denver,CO,80246,Bom,4.8,4.8,4.8,4.4,4.7,4.7,Gray,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C01L9C43075,NTL9C43075,17483
2745,2020,Chevrolet,Spark LS,Usado,17500,4.7,39,Distribuidor,Bob Howard Chevrolet,4.5,565,13130 Broadway Ext Oklahoma City,OK,73114,Bom,4.5,4.7,4.4,4.8,4.9,4.8,Passion,Jet Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.4L I4 16V MPFI DOHC,KL8CB6SA8LC402912,LC402912,19892
2746,2019,Cadillac,XT5 Luxury,Novo,37950,4.6,94,Distribuidor,James Wood AutoPark,4.9,1292,3906 I-35 E. South Denton,TX,76210,Bom,4.8,4.7,4.6,4.4,4.7,4.5,Radiant Silver Metallic,Jet Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS3KZ169812,P18065,31462
2747,2021,Acura,RDX A-Spec,Usado,46554,4.8,42,Distribuidor,Vandergriff Acura,4.7,1358,1100 Interstate Highway 20 West Arlington,TX,76017,Razoável,4.9,4.9,4.7,4.6,4.9,4.8,Lunar Silver Metallic,Ebony,Front-wheel Drive,22,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC1H66ML013389,ML013389,15672
2748,2021,Acura,RDX Technology Package,Usado,43468,4.8,42,Distribuidor,Vandergriff Acura,4.7,1358,1100 Interstate Highway 20 West Arlington,TX,76017,Bom,4.9,4.9,4.7,4.6,4.9,4.8,Majestic Black Pearl,Espresso,Front-wheel Drive,22,28,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC1H50ML009572,ML009572A,21065
2749,2019,INFINITI,QX60 Luxe,Usado,32298,4.6,56,Distribuidor,Vandergriff Acura,4.7,1358,1100 Interstate Highway 20 West Arlington,TX,76017,Bom,4.8,4.6,4.5,4.5,4.7,4.6,Majestic White,Graphite,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN6KC519758,KC519758,61816
2750,2019,Porsche,Cayenne Base,Usado,63000,4.7,24,Distribuidor,Grubbs INFINITI,4.7,1652,1500 E State Hwy 114 Grapevine,TX,76051,Bom,4.9,4.8,4.8,4.4,4.8,4.7,Biscay Blue Metallic,Black,All-wheel Drive,19,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WP1AA2AY4KDA01180,KDA01180,52263
2751,2019,Honda,Pilot EX-L,Usado,36499,4.8,223,Distribuidor,Don Davis Ford,4.5,3734,633 N Watson Rd Arlington,TX,76011,Bom,4.9,4.8,4.7,4.7,4.7,4.8,Black,Beige,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H55KB024092,D12749,42860
2752,2019,Honda,CR-V LX,Usado,28895,4.8,540,Distribuidor,AutoNation Honda Lewisville,4.5,1466,601 Waters Ridge Dr Lewisville,TX,75057,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,–,Front-wheel Drive,26,32,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRW5H34KH411795,KH411795,20293
2753,2018,Cadillac,XT5 Luxury,Usado,35417,4.8,131,Distribuidor,Round Rock Nissan,4.5,666,3050 N Interstate 35 Round Rock,TX,78681,Bom,4.8,4.8,4.7,4.6,4.9,4.8,Stellar Black Metallic,Jet Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS5JZ143498,JZ143498,30319
2754,2020,GMC,Sierra 2500 Denali,Usado,77980,4.8,23,Distribuidor,Covert Ford,4.5,877,11514 Research Blvd Austin,TX,78759,Razoável,4.9,4.9,4.8,4.5,4.9,4.7,Quicksilver Metallic,Jet Black,Four-wheel Drive,0,0,Diesel,Automatic,Turbocharged Diesel V8 6.6L/403,1GT49REY5LF199090,2225587A,45998
2755,2018,GMC,Yukon XL Denali,Usado,42900,4.8,24,Distribuidor,Covert Buick GMC Austin,4.7,912,11750 Research Blvd Austin,TX,78759,Bom,4.9,4.8,4.9,4.4,4.8,5.0,Onyx Black,Jet Black,Four-wheel Drive,14,21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2HKJ5JR365105,PB7483D,104050
2756,2020,INFINITI,QX60 Pure,Usado,30439,4.8,39,Distribuidor,EchoPark Automotive Dallas,4.8,4307,2615 I-20 Frontage Rd Grand Prairie,TX,75052,Ótimo,4.9,4.7,4.7,4.6,4.8,4.9,Hermosa Blue,Graphite,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN5LC533054,RLC533054,49724
2757,2019,Mercedes-Benz,C-Class C 300,Usado,34999,4.8,40,Distribuidor,Go Luxury Auto Group,5.0,3,1110 Dragon St Ste 150 Suite 150 Dallas,TX,75207,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Black,AMG Black,Rear-wheel Drive,23,34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8DB7KU303475,A03475,35913
2758,2014,Mercedes-Benz,E-Class E 350,Usado,18553,4.8,176,Distribuidor,Honda Cars of Rockwall,4.4,81,1550 I-30 Frontage Rd Rockwall,TX,75087,Ótimo,4.9,4.8,4.8,4.6,4.9,4.8,Black,Black,Rear-wheel Drive,21,30,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF5KB0EB062125,EB062125A,88461
2759,2018,Ford,Flex Limited,Usado,25611,4.7,44,Distribuidor,Toyota of Paris,4.8,61,3235 New Loop 286 Paris,TX,75460,Bom,4.9,4.7,4.6,4.5,4.7,4.7,Ingot Silver Metallic,Charcoal Black,Front-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5D82JBA05203,TJBA05203,84153
2760,2015,Honda,Accord EX-L,Usado,19399,4.7,310,Distribuidor,AutoNation Toyota Corpus Christi,4.6,1155,6672 S Padre Island Dr Corpus Christi,TX,78412,Bom,4.7,4.6,4.7,4.7,4.7,4.8,Alabaster Silver Metallic,–,Front-wheel Drive,21,32,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCT2B89FA005995,FA005995,97390
2761,2019,Ford,Edge Titanium,Usado,36000,4.7,193,Distribuidor,Country Hill Motors of Merriam,4.1,146,6639 E. Frontage Rd Mission,KS,66202,Bom,4.8,4.7,4.7,4.6,4.8,4.7,Gray,Gray,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K91KBB93199,34806,19892
2762,2020,Ford,Fusion SE,Usado,24521,4.8,70,Distribuidor,Planet Ford 59,4.5,1295,19000 Eastex Freeway Humble,TX,77338,Bom,4.8,4.8,4.7,4.7,4.9,4.8,Agate Black Metallic,Ebony,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0T97LR173282,P18746,48568
2763,2020,Chevrolet,Equinox 1LT,Usado,26987,4.7,276,Distribuidor,Landers Toyota,4.8,2310,10825 Colonel Glenn Road Little Rock,AR,72204,Bom,4.8,4.7,4.7,4.6,4.8,4.7,Iridescent Pearl Tricoat,Jet Black,All-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,2GNAXUEV7L6239561,L6239561,47421
2764,2020,Mazda,CX-9 Touring,Usado,35499,4.8,32,Distribuidor,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Bom,4.8,4.8,4.7,4.7,4.9,4.9,Deep Crystal Blue Mica,Sand,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBCY4L0400611,12AP386L,25814
2765,2019,Honda,Civic Sport,Usado,19998,4.9,275,Distribuidor,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Ótimo,4.8,4.8,4.9,4.8,4.9,4.9,Gray,Black,Front-wheel Drive,29,38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,SHHFK7G45KU202924,I222924RE,41343
2766,2017,Toyota,RAV4 Limited,Usado,28995,4.8,591,Distribuidor,Luther Subaru of White Bear,4.7,5740,3505 Highway 61 Vadnais Heights,MN,55110,Ótimo,4.8,4.7,4.7,4.7,4.8,4.9,Blizzard Pearl,Ash,All-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMDFREV6HJ167123,W21508,46254
2767,2022,Hyundai,Tucson Limited,Usado,36995,4.7,32,Distribuidor,St. Charles Nissan Hyundai,4.8,1411,5625 Veterans Memorial Pkwy St Peters,MO,63376,Ótimo,4.9,4.9,4.3,4.6,4.9,4.5,Shimmering Silver,Black,All-wheel Drive,24,29,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5NMJECAEXNH008910,16191-1,10735
2768,2019,Toyota,Highlander Hybrid Limited,Novo,37900,4.8,28,Distribuidor,Dahl Toyota,4.6,105,1077 W Service Dr Winona,MN,55987,Ótimo,4.9,4.9,4.9,4.8,4.8,4.5,Blizzard Pearl,Almond,All-wheel Drive,29,27,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,5TDDGRFH9KS052497,4P1293,80506
2769,2019,Chevrolet,Trax LS,Usado,22000,4.3,151,Distribuidor,Weiss Toyota of South County,4.7,332,11771 Tesson Ferry Rd Saint Louis,MO,63128,Bom,4.4,4.3,4.2,4.2,4.5,4.4,Silver Ice Metallic,Black,Front-wheel Drive,26,31,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,3GNCJKSB9KL385334,P11384,17592
2770,2019,INFINITI,QX60 Luxe,Usado,34993,4.6,56,Distribuidor,Marty Cancila Dodge Chrysler Jeep Ram of Florissant,4.7,558,2175 N. Hwy 67 Florissant,MO,63033,Bom,4.8,4.6,4.5,4.5,4.7,4.6,Majestic White,Graphite,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM5KC509343,32014-1,50394
2771,2020,Volkswagen,Tiguan 2.0T S,Usado,26483,4.7,59,Distribuidor,Bergstrom Imports of Oshkosh,4.8,768,3245 S Washburn St Oshkosh,WI,54904,Ótimo,4.8,4.8,4.6,4.7,4.8,4.8,Pyrite Silver Metallic,Titan Black,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV0B7AX0LM011484,V22131A,19860
2772,2014,Chevrolet,Cruze 1LT,Usado,11900,4.3,338,Distribuidor,Albo Auto Sales,4.5,34,505 W Colfax Palatine,IL,60067,Ótimo,4.3,4.4,4.2,4.3,4.5,4.3,Blue,Gray,Front-wheel Drive,26,38,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,1G1PC5SB0E7311582,2514,42700
2773,2014,Ford,Explorer Limited,Usado,24500,4.6,190,Privado,Dennis,4.5,34,Chicago,IL,60646,Ótimo,4.7,4.6,4.5,4.5,4.7,4.6,White,White,Four-wheel Drive,17,23,Flex Fuel Capability,A/T,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,1FM5K8F87EGA47905,–,38425
2774,2019,Audi,SQ5 3.0T Premium,Usado,53444,4.8,7,Distribuidor,Fletcher Jones Audi,4.7,1104,1523 W North Ave Chicago,IL,60642,Bom,4.6,4.9,4.9,4.9,4.6,4.9,Mythos Black Metallic,Black,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1C4AFY7K2065305,AD065305,13145
2775,2021,Dodge,Durango R/T,Usado,54987,4.8,27,Distribuidor,Brentwood Auto Brokers,4.4,84,115 Clemmons Rd Mt. Juliet,TN,37122,Ótimo,4.9,4.9,4.7,4.4,4.9,4.8,Black,Red / Black,–,14,22,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4SDJCT0MC574286,MC574286,15598
2776,2020,Tesla,Model Y Long Range,Usado,74025,3.7,10,Distribuidor,Andy Mohr Chevrolet,4.8,2027,2712 E. Main St. Plainfield,IN,46168,Bom,3.9,3.8,4.1,3.3,3.8,4.0,Pearl White Multi,White / Black,All-wheel Drive,127,114,Electric,1-Speed Automatic,Electric,5YJYGDEE6LF046397,PV13218,15478
2777,2021,Acura,ILX Premium Package,Usado,34999,4.9,3,Distribuidor,Toyota of Murfreesboro,4.7,918,3434 Bill Smith Dr Murfreesboro,TN,37129,Bom,4.7,4.7,5.0,5.0,4.7,5.0,Platinum White,Graystone,Front-wheel Drive,24,34,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UDE2F7XMA003217,S228860B,13654
2778,2021,Mercedes-Benz,GLE 350 Base,Novo,69998,4.8,17,Distribuidor,Mercedes-Benz of Birmingham,4.9,811,750 Mercedes Way Irondale,AL,35210,Razoável,4.9,4.8,4.6,4.6,4.8,4.9,Polar White,Macchiato,Rear-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4JB3MA482535,P482535,16931
2779,2020,Chevrolet,Traverse LS,Usado,34869,4.9,112,Distribuidor,Tom Kelley Buick GMC,4.9,885,555 Grand National Drive Fort Wayne,IN,46804,Ótimo,4.8,4.9,4.9,4.7,4.9,4.8,Satin Steel Metallic,Jet Black,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERFKWXLJ150641,93211C,26663
2780,2019,Honda,CR-V EX-L,Usado,32500,4.8,540,Distribuidor,Lou Sobh Honda,4.9,4376,1105 Buford Rd Cumming,GA,30041,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Black,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW1H88KE036551,KE036551,25739
2781,2019,GMC,Acadia SLE-1,Usado,26500,4.8,131,Distribuidor,Suburban Chrysler Dodge Jeep RAM of Farmington Hills,4.7,1602,38123 W 10 Mile Road Farmington Hills,MI,48335,Bom,4.8,4.7,4.8,4.7,4.8,4.9,Ebony Twilight Metallic,Jet Black,Front-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,1GKKNKLAXKZ259074,DP21916B,38067
2782,2018,Tesla,Model S 75D,Usado,61648,4.8,13,Distribuidor,Evolution Cars,4.3,376,2014 Iris Dr SW Conyers,GA,30094,Bom,4.9,4.8,5.0,4.4,4.9,4.9,Black,Black,AWD,102,105,Electric,1-Speed Automatic,Electric,5YJSA1E21JF280746,JF280746,45275
2783,2019,Jeep,Grand Cherokee Altitude,Usado,43899,4.8,224,Distribuidor,Crown Chrysler Jeep Dodge RAM,4.9,3451,6350 Perimeter Loop Rd Dublin,OH,43017,Ótimo,4.9,4.9,4.8,4.6,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4RJFCT7KC641578,32P355,24069
2784,2019,Honda,CR-V EX-L,Usado,31733,4.8,540,Distribuidor,Great Lakes Honda,4.7,450,43 Pruitt Blvd Akron,OH,44310,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Lunar Silver Metallic,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H89KE002205,85610A,17256
2785,2019,Cadillac,XT5 Luxury,Usado,35933,4.6,94,Distribuidor,Ken Ganley Nissan Mayfield,4.8,1278,6060 Mayfield Rd Mayfield Heights,OH,44124,Bom,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Cirrus,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS3KZ289020,30406T,38951
2786,2020,Honda,Accord LX 1.5T,Novo,28990,4.8,151,Distribuidor,Morganton Honda,4.8,194,1600 Burkemont Ave Morganton,NC,28655,Bom,4.8,4.8,4.8,4.8,4.9,4.9,Crystal Black,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F18LA114655,Y184D,32016
2787,2018,GMC,Sierra 1500 Denali,Novo,48985,4.8,167,Distribuidor,Love Buick GMC,4.3,21,736 Saturn Pkwy Columbia,SC,29212,Ótimo,4.9,4.8,4.7,4.6,4.8,4.8,Mineral Metallic,Cocoa,Rear-wheel Drive,16,22,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,3GTP1PEC9JG253659,P9326,40065
2788,2021,Audi,A4 40 Premium Plus,Usado,45678,5.0,4,Distribuidor,Audi Charlotte,4.8,1176,9300 E Independence Blvd Matthews,NC,28105,Ótimo,5.0,5.0,5.0,5.0,4.8,5.0,Ibis White,Atlas Beige,All-wheel Drive,24,31,Gasoline,7-Speed Automatic,2.0L,WAUEAAF4XMA057855,SL4010,13329
2789,2019,Mercedes-Benz,C-Class C 300 4MATIC,Novo,35580,4.8,40,Distribuidor,Mercedes-Benz of Pittsburgh ,4.5,76,4709 Baum Blvd Pittsburgh,PA,15213,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Black,Silk Beige / Black,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8EB6KU285887,D12040A,31568
2790,2019,Cadillac,XT5 Luxury,Usado,43970,4.6,94,Distribuidor,Sullivan Cadillac,3.5,52,4040 SW College Rd Ocala,FL,34474,Razoável,4.8,4.7,4.6,4.4,4.7,4.5,Red Horizon Tintcoat,Kona Brown,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS9KZ275214,C22F178A,21217
2791,2020,Toyota,Corolla LE,Usado,21888,4.7,233,Distribuidor,Greenway Nissan of Jacksonville,3.3,139,1726 Cassat Ave Jacksonville,FL,32210,Ótimo,4.7,4.7,4.7,4.7,4.8,4.8,Classic Silver Metallic,Black,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPRAE7LP123160,MC850353U,21267
